"0","000s:000ms:000us 374 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B5388 CRC:07","SC:80","MMC:211.2MHz","Nrc:3",
"214","001s:885ms:746us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"215","001s:885ms:949us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"216","001s:886ms:118us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"217","001s:886ms:321us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"218","001s:886ms:490us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"219","001s:886ms:694us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"220","001s:886ms:862us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"221","001s:887ms:066us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"222","001s:887ms:235us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"223","001s:887ms:438us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"224","001s:887ms:607us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"225","001s:887ms:810us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"226","001s:887ms:979us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"227","001s:888ms:182us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"228","001s:888ms:351us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"229","001s:888ms:555us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"230","001s:888ms:723us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"231","001s:888ms:927us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"232","001s:889ms:095us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"233","001s:889ms:299us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"234","001s:889ms:468us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"235","001s:889ms:671us 203 us"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:16",
"236","001s:889ms:840us 168 us","  R3 ","RSP:3FC0FF8080FF [47:0]","-","MMC:-","Ncr:5",
"237","001s:890ms:043us 203 us"," CMD02(ALL_SEND_CID)","ARG:00000000 CRC:26","-","MMC:0.3MHz","Nrc:16",
"238","001s:890ms:212us 168 us","  R2 ","RSP:3F11010030303847453000A36918AC822B [135:0]","-","MMC:-","Nid:5",
"239","001s:890ms:696us 483 us"," CMD03(SET_RELATIVE_ADDR)","ARG:00010000 CRC:3F","-","MMC:0.3MHz","Nrc:16",
"240","001s:890ms:867us 171 us","  R1 ","RSP:0300000500FB [47:0]","-","MMC:-","Ncr:6",
"241","001s:897ms:329us 006 ms"," CMD09(SEND_CSD)","ARG:00010000 CRC:78","-","MMC:10.3MHz","Nrc:23",
"242","001s:897ms:334us 005 us","  R2 ","RSP:3FD05E00320F5903FFFFFFFFEF924000D3 [135:0]","-","MMC:-","Ncr:6",
"243","001s:897ms:352us 017 us"," CMD10(SEND_CID)","ARG:00010000 CRC:22","-","MMC:10.2MHz","Nrc:23",
"244","001s:897ms:357us 005 us","  R2 ","RSP:3F11010030303847453000A36918AC822B [135:0]","-","MMC:-","Ncr:6",
"245","001s:897ms:375us 017 us"," CMD07(SELECT/DESELECT_CARD)","ARG:00010000 CRC:6E","-","MMC:10.3MHz","Nrc:23",
"246","001s:897ms:380us 005 us","  R1b","RSP:070000070075 [47:0]","-","MMC:-","Ncr:6",
"247","001s:897ms:389us 009 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:10.3MHz","Nrc:23",
"248","001s:897ms:395us 005 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:5",
"249","001s:899ms:382us 001 ms"," CMD06(SWITCH)","ARG:03B70200 CRC:0B","8bit data bus","MMC:10.2MHz","Nrc:23",
"250","001s:899ms:388us 005 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:8",
"251","001s:899ms:617us 229 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:10.2MHz","Nrc:2244",
"252","001s:899ms:623us 005 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:5",
"253","001s:903ms:956us 004 ms"," CMD17(READ_SINGLE_BLOCK)","ARG:00000100 CRC:21","-","MMC:10.3MHz","Nrc:23",
"254","001s:903ms:961us 005 us","  R1 ","RSP:110000090067 [47:0]","-","MMC:-","Ncr:9",
"255","001s:904ms:198us 237 us"," CMD12(STOP_TRANSMISSION)","ARG:00010000 CRC:1F","-","MMC:10.4MHz","Nrc:2261",
"256","001s:904ms:220us 021 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000101 CRC:72","SC:3","MMC:10.3MHz","Ncc:89",
"257","001s:904ms:226us 005 us","  R1 ","RSP:12004009001F [47:0]","-","MMC:-","Ncr:9",
"258","001s:904ms:440us 214 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.4MHz","Nrc:2108",
"259","001s:904ms:445us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"260","002s:731ms:900us 827 ms"," CMD17(READ_SINGLE_BLOCK)","ARG:00000104 CRC:05","-","MMC:10.3MHz","Nrc:23",
"261","002s:731ms:906us 005 us","  R1 ","RSP:110000090067 [47:0]","-","MMC:-","Ncr:9",
"262","002s:732ms:346us 440 us"," CMD12(STOP_TRANSMISSION)","ARG:00010000 CRC:1F","-","MMC:10.2MHz","Nrc:4349",
"263","002s:732ms:365us 018 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000105 CRC:56","SC:64","MMC:10.4MHz","Ncc:89",
"264","002s:732ms:370us 005 us","  R1 ","RSP:12004009001F [47:0]","-","MMC:-","Ncr:9",
"265","002s:735ms:871us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.4MHz","Nrc:35163",
"266","002s:735ms:876us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"267","002s:735ms:885us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000145 CRC:32","SC:64","MMC:10.2MHz","Nrc:23",
"268","002s:735ms:890us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"269","002s:739ms:406us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35323",
"270","002s:739ms:412us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"271","002s:739ms:420us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000185 CRC:17","SC:64","MMC:10.2MHz","Nrc:23",
"272","002s:739ms:426us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"273","002s:742ms:923us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35131",
"274","002s:742ms:928us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"275","002s:742ms:937us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000001C5 CRC:73","SC:64","MMC:10.3MHz","Nrc:23",
"276","002s:742ms:942us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"277","002s:746ms:462us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35354",
"278","002s:746ms:467us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"279","002s:746ms:475us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000205 CRC:4B","SC:64","MMC:10.3MHz","Nrc:23",
"280","002s:746ms:481us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"281","002s:749ms:980us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.4MHz","Nrc:35145",
"282","002s:749ms:985us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"283","002s:749ms:993us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000245 CRC:2F","SC:64","MMC:10.2MHz","Nrc:23",
"284","002s:749ms:999us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"285","002s:753ms:514us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35312",
"286","002s:753ms:520us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"287","002s:753ms:528us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000285 CRC:0A","SC:64","MMC:10.3MHz","Nrc:23",
"288","002s:753ms:534us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"289","002s:757ms:035us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35169",
"290","002s:757ms:040us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"291","002s:757ms:048us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000002C5 CRC:6E","SC:64","MMC:10.3MHz","Nrc:23",
"292","002s:757ms:054us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"293","002s:760ms:569us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35313",
"294","002s:760ms:574us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"295","002s:760ms:583us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000305 CRC:40","SC:64","MMC:10.3MHz","Nrc:23",
"296","002s:760ms:589us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"297","002s:764ms:086us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35131",
"298","002s:764ms:091us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"299","002s:764ms:100us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000345 CRC:24","SC:64","MMC:10.3MHz","Nrc:23",
"300","002s:764ms:105us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"301","002s:767ms:620us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35312",
"302","002s:767ms:626us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"303","002s:767ms:634us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000385 CRC:01","SC:64","MMC:10.3MHz","Nrc:23",
"304","002s:767ms:640us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"305","002s:771ms:141us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35167",
"306","002s:771ms:146us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"307","002s:771ms:154us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000003C5 CRC:65","SC:64","MMC:10.2MHz","Nrc:23",
"308","002s:771ms:160us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"309","002s:774ms:675us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.4MHz","Nrc:35313",
"310","002s:774ms:680us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"311","002s:774ms:689us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000405 CRC:71","SC:64","MMC:10.2MHz","Nrc:23",
"312","002s:774ms:695us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"313","002s:778ms:192us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35132",
"314","002s:778ms:197us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"315","002s:778ms:206us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000445 CRC:15","SC:64","MMC:10.3MHz","Nrc:23",
"316","002s:778ms:211us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"317","002s:781ms:729us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35341",
"318","002s:781ms:735us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"319","002s:781ms:743us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000485 CRC:30","SC:64","MMC:10.4MHz","Nrc:23",
"320","002s:781ms:749us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"321","002s:785ms:250us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.4MHz","Nrc:35171",
"322","002s:785ms:255us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"323","002s:785ms:264us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000004C5 CRC:54","SC:64","MMC:10.2MHz","Nrc:23",
"324","002s:785ms:269us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"325","002s:788ms:784us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35313",
"326","002s:788ms:790us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"327","002s:788ms:798us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000505 CRC:7A","SC:64","MMC:10.2MHz","Nrc:23",
"328","002s:788ms:804us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"329","002s:792ms:302us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35141",
"330","002s:792ms:307us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"331","002s:792ms:316us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000545 CRC:1E","SC:64","MMC:10.3MHz","Nrc:23",
"332","002s:792ms:322us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"333","002s:795ms:840us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.2MHz","Nrc:35341",
"334","002s:795ms:845us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"335","002s:795ms:853us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000585 CRC:3B","SC:64","MMC:10.3MHz","Nrc:23",
"336","002s:795ms:859us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"337","002s:799ms:356us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35131",
"338","002s:799ms:361us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"339","002s:799ms:370us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000005C5 CRC:5F","SC:64","MMC:10.3MHz","Nrc:23",
"340","002s:799ms:376us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"341","002s:802ms:891us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35312",
"342","002s:802ms:896us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"343","002s:802ms:904us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000605 CRC:67","SC:64","MMC:10.3MHz","Nrc:23",
"344","002s:802ms:910us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"345","002s:806ms:410us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35159",
"346","002s:806ms:415us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"347","002s:806ms:424us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000645 CRC:03","SC:64","MMC:10.2MHz","Nrc:23",
"348","002s:806ms:429us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"349","002s:809ms:945us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:35313",
"350","002s:809ms:950us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"351","002s:809ms:958us 008 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00000685 CRC:26","SC:56","MMC:10.2MHz","Nrc:23",
"352","002s:809ms:964us 005 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:9",
"353","002s:813ms:033us 003 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:10.3MHz","Nrc:30824",
"354","002s:813ms:038us 005 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:5",
"355","002s:891ms:795us 078 ms"," CMD00(GO_IDLE_STATE)","ARG:00000000 CRC:4A","-","MMC:0.3MHz","Nrc:23",
"356","002s:895ms:005us 003 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Ncc:16",
"357","002s:895ms:173us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"358","002s:896ms:401us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"359","002s:896ms:570us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"360","002s:897ms:798us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"361","002s:897ms:966us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"362","002s:899ms:191us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"363","002s:899ms:360us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"364","002s:900ms:588us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"365","002s:900ms:756us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"366","002s:901ms:981us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"367","002s:902ms:149us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"368","002s:903ms:377us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"369","002s:903ms:546us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"370","002s:904ms:771us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"371","002s:904ms:939us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"372","002s:906ms:167us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"373","002s:906ms:336us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"374","002s:907ms:560us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"375","002s:907ms:729us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"376","002s:908ms:957us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"377","002s:909ms:126us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"378","002s:910ms:350us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"379","002s:910ms:519us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"380","002s:911ms:747us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"381","002s:911ms:915us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"382","002s:913ms:140us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"383","002s:913ms:309us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"384","002s:914ms:537us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"385","002s:914ms:705us 168 us","  R3 ","RSP:3F00FF8080FF [47:0]","-","MMC:-","Ncr:5",
"386","002s:915ms:930us 001 ms"," CMD01(SEND_OP_COND)","ARG:40000080 CRC:74","-","MMC:0.3MHz","Nrc:23",
"387","002s:916ms:099us 168 us","  R3 ","RSP:3FC0FF8080FF [47:0]","-","MMC:-","Ncr:5",
"388","002s:917ms:327us 001 ms"," CMD02(ALL_SEND_CID)","ARG:00000000 CRC:26","-","MMC:0.3MHz","Nrc:23",
"389","002s:917ms:495us 168 us","  R2 ","RSP:3F11010030303847453000A36918AC822B [135:0]","-","MMC:-","Nid:5",
"390","002s:929ms:520us 012 ms"," CMD03(SET_RELATIVE_ADDR)","ARG:00010000 CRC:3F","-","MMC:0.3MHz","Nrc:23",
"391","002s:929ms:692us 171 us","  R1 ","RSP:0300000500FB [47:0]","-","MMC:-","Ncr:6",
"392","002s:929ms:908us 216 us"," CMD09(SEND_CSD)","ARG:00010000 CRC:78","-","MMC:0.3MHz","Nrc:20",
"393","002s:930ms:080us 171 us","  R2 ","RSP:3FD05E00320F5903FFFFFFFFEF924000D3 [135:0]","-","MMC:-","Ncr:6",
"394","002s:942ms:095us 012 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:0.3MHz","Nrc:23",
"395","002s:942ms:263us 168 us","  R1 ","RSP:0D00000700FB [47:0]","-","MMC:-","Ncr:5",
"396","002s:946ms:351us 004 ms"," CMD07(SELECT/DESELECT_CARD)","ARG:00010000 CRC:6E","-","MMC:0.3MHz","Nrc:23",
"397","002s:946ms:523us 171 us","  R1b","RSP:070000070075 [47:0]","-","MMC:-","Ncr:6",
"398","002s:947ms:035us 512 us"," CMD08(SEND_EXT_CSD)","ARG:00000000 CRC:61","-","MMC:0.3MHz","Nrc:111",
"399","002s:947ms:216us 181 us","  R1 ","RSP:0800000900F1 [47:0]","-","MMC:-","Ncr:9",
"400","002s:972ms:723us 025 ms"," CMD06(SWITCH)","ARG:03B70201 CRC:02","8bit data bus","MMC:0.3MHz","Nrc:4169",
"401","002s:972ms:901us 178 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:8",
"402","002s:973ms:181us 279 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:0.3MHz","Nrc:38",
"403","002s:973ms:349us 168 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:5",
"404","002s:973ms:588us 238 us"," CMD08(SEND_EXT_CSD)","ARG:00000000 CRC:61","-","MMC:0.3MHz","Nrc:23",
"405","002s:973ms:769us 181 us","  R1 ","RSP:0800000900F1 [47:0]","-","MMC:-","Ncr:9",
"406","002s:977ms:968us 004 ms"," CMD06(SWITCH)","ARG:03B90201 CRC:03","HS200 timing","MMC:0.3MHz","Nrc:559",
"407","002s:978ms:146us 178 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:8",
"408","002s:978ms:375us 228 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:0.3MHz","Nrc:23",
"409","002s:978ms:544us 168 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:5",
"410","002s:984ms:029us 005 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:24",
"411","002s:984ms:029us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"412","002s:984ms:161us 131 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:26",
"413","002s:984ms:161us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"414","002s:984ms:292us 130 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:26",
"415","002s:984ms:292us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"416","002s:984ms:423us 130 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:26",
"417","002s:984ms:423us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"418","002s:984ms:554us 131 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:26",
"419","002s:984ms:555us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"420","002s:984ms:686us 131 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:25",
"421","002s:984ms:686us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"422","002s:984ms:817us 131 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:25",
"423","002s:984ms:818us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"424","002s:984ms:949us 130 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:25",
"425","002s:984ms:949us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"426","002s:985ms:080us 131 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:25",
"427","002s:985ms:080us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
